asn,org_name,country,aut_name,rank,cone_asns,cone_prefixes,degree_provider,degree_peer,degree_customer,degree_transit,clique_member
150837,SAOVANG TELECOMMUNICATION INFRASTRUCTURE JOINT STOCK COMPANY,VN,SVTELECOM-VN,36223,1,6,2,0,0,0,True
150838,HA SON TECHNOLOGY ONE MEMBER LIMITED COMPANY,VN,HASONTECH-VN,54093,1,1,1,0,0,0,True
150839,THIEN TUAN SOLUTION AND TECHNOLOGY COMPANY LIMITED,VN,THIENTUANSTECH-VN,78608,1,0,0,0,0,0,False
150840,HVT TM AND XNK COMPANY LIMITED,VN,HVT-VN,78608,1,0,0,0,0,0,False
150841,Department of Science and Technology of Quang Ngai province,VN,ICTQUANGNGAI-VN,78608,1,0,0,0,0,0,False
150842,VIMEDIMEX GROUP PHARMACY CORPORATION,VN,VMD-VN,67211,1,1,1,0,0,0,True
150843,PHU MINH TECHNICAL SERVICE TRADING COMPANY,VN,PHUMINH-VN,78608,1,0,0,0,0,0,False
150844,VIN8 TECHNOLOGY INVESTMENT COMPANY LIMITED,VN,VIN8-VN,78608,1,0,0,0,0,0,False
150845,DIDOTEK COMPANY LIMITED,VN,DIDOTEK-VN,78608,1,0,0,0,0,0,False
150846,"Room 1508, 15th Floor, Vincom Center Building, 72 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam",VN,AXYS-VN,54093,1,1,1,0,0,0,True
150847,DIGITAL SERVER COMPANY LIMITED,VN,MAYCHUSO-VN,78608,1,0,0,0,0,0,False
150848,VINAF GLOBAL COMPANY LIMITED,VN,VINAG-VN,78608,1,0,0,0,0,0,False
150849,Pho Web Technology Joint Stock Company,VN,PHOWEB-VN,78608,1,0,0,0,0,0,False
150850,ZINVPS COMPANY LIMITED,VN,ZINVPS-VN,54093,1,1,1,0,0,0,True
150851,DXT DIGITAL TRANSFORMATION TECHNOLOGY JOINT STOCK COMPANY,VN,DXT-VN,78608,1,0,0,0,0,0,False
150852,BIGZ TECHNOLOGY JOINT STOCK COMPANY,VN,BIGZ-VN,78608,1,0,0,0,0,0,False
150853,CLOUD VIET ONE MEMBER COMPANY LIMITED,VN,CLOVIET-VN,78608,1,0,0,0,0,0,False
150854,Diginext Group Joint Stock Company,VN,DIGINEXT-VN,49862,1,2,2,0,0,0,True
150855,MAY SOC COMPANY LIMITED,VN,MAYSOC-VN,39683,1,4,1,0,0,0,True
150856,"VNG DATA CENTER CO., LTD",VN,VNGDC-VN,54093,1,1,1,0,0,0,True
150857,JB SECURITIES VIETNAM COMPANY LIMITED,VN,JBSV-VN,49862,1,1,2,0,0,0,True
150858,"VIET SERVER TECHNOLOGY SOLUTIONS CO.,LTD",VN,VIETMAYCHU-VN,78608,1,0,0,0,0,0,False
150859,SANDCLOCK SERVICE TRADING COMPANY LIMITED,VN,SANDCLOCK-VN,22850,1,12,1,0,0,0,True
150860,"JETCLOUD TECHNOLOGY CO., LTD",VN,JETCLOUD-VN,78608,1,0,0,0,0,0,False
150861,POWERNET COMPANY LIMITED,VN,POWERNET-VN,30631,1,2,1,0,0,0,True
150862,VPSTTT COMPUTER COMPANY LIMITED,VN,MAYTINHVPSTTT-VN,17325,1,20,2,0,0,0,True
150863,HUY NGUYEN TECHNOLOGY SOLUTION JOINT STOCK COMPANY,VN,HNS-VN,78608,1,0,0,0,0,0,False
150864,VIET NAM VNNS TECHNOLOGIES JOINT STOCK COMPANY,VN,VNNS-VN,67211,1,1,1,0,0,0,True
150865,MMO VIET NAM SOFTWARE COMPANY LIMITED,VN,MMOSOFT-VN,78608,1,0,0,0,0,0,False
150866,FINTECH VIETNAM CREDIT INFORMATION JOINT STOCK COMPANY,VN,FCBV-VN,48405,1,2,4,0,0,0,True
150867,LP TECHNOLOGY ELECTRONIC COMMERCE COMPANY LIMITED,VN,LPTECH-VN,78608,1,0,0,0,0,0,False
150868,ADVIETNAM ADVERTISEMENT MEDIA COMPANY LIMITED,VN,ADVIETNAM-VN,78608,1,0,0,0,0,0,False
150869,National Citizen Commercial Joint stock bank,VN,NCB-VN,36223,1,4,2,0,0,0,True
150870,"KIM NGAN TECHNOLOGY TRADING SERVICES CO., LTD",VN,KIMNGAN-VN,78608,1,0,0,0,0,0,False
150871,N C T CORPORATION,VN,VNETWORKK-NCT-VN,78608,1,0,0,0,0,0,False
150872,TECHCLOUD SOLUTION JOINT STOCK COMPANY,VN,TECHCLOUD-VN,67211,1,1,1,0,0,0,True
150873,THUONGCLOUD COMPANY LIMITED,VN,TCTH-VN,54093,1,1,1,0,0,0,True
150874,XOR BPO JOINT STOCK COMPANY,VN,XOR-CLOUD-VN,78608,1,0,0,0,0,0,False
150875,XOR BPO JOINT STOCK COMPANY,VN,XOR-BPO-VN,78608,1,0,0,0,0,0,False
150876,MAILAND TECHNOLOGY TRADING SERVICES COMPANY LIMITED,VN,MAILAN-VN,78608,1,0,0,0,0,0,False
150877,HOI LOC TRADE SERVICES COMPANY LIMITED,VN,HOILOC-VN,78608,1,0,0,0,0,0,False
150878,V9 TECHNOLOGY JOINT STOCK COMPANY,VN,V9-VN,78608,1,0,0,0,0,0,False
150879,WIX CLOUD COMPANY LIMITED,VN,WIXCLOUD-VN,78608,1,0,0,0,0,0,False
150880,FAST BYTE FAST DATA COMPANY LIMITED,VN,FASTBYTE-VN,78608,1,0,0,0,0,0,False
150881,INTERSTELLAR DIGITAL TECHNOLOGY COMPANY LIMITED,VN,IDT-NET-VN,54093,1,3,1,0,0,0,True
150882,XKA TECHNOLOGY MTV COMPANY LIMITED,VN,XKA-VN,54093,1,1,1,0,0,0,True
150883,Department of Information and Communication of Gia Lai province,VN,ICTGIALAI-VN,78608,1,0,0,0,0,0,False
150884,ANZIX Joint Stock Company,VN,NEWVINA-VN,54093,1,1,1,0,0,0,True
150885,DA THANH TELECOMMUNICATION COMPANY LIMITED,VN,VTDT-VN,78608,1,0,0,0,0,0,False
150886,VN CLOUD ONE MEMBER COMPANY LIMITED,VN,VNCLOUD-VN,78608,1,0,0,0,0,0,False
150887,"NGOC HA TECHNOLOGY SERVICES CO., LTD",VN,NGOCHACLOUD-VN,54093,1,1,1,0,0,0,True
150888,"CENTER FOR INFORMATION AND COMMUNICATION TECHNOLOGY, Thai Nguyen Department of Information and Communications",VN,ICT-THAINGUYEN,49862,1,3,2,0,0,0,True
150889,MONA HOST LIMITED,VN,MONA-HOST-VN,78608,1,0,0,0,0,0,False
150890,VETC ELECTRONIC TOLL COLLECTION COMPANY LIMITED,VN,VECTN-VN,49862,1,3,2,0,0,0,True
150891,INFOGATE TECHNOLOGY COMPANY LIMITED,VN,INFOGATE-VN,78608,1,0,0,0,0,0,False
150892,GOLD VPS LIMITED,VN,ThuTranPC-VN,78608,1,0,0,0,0,0,False
150893,Department of Information and Communications of Nghe An province,VN,NGHEAN-VN,78608,1,0,0,0,0,0,False
150894,SON NGUYEN GROUP CORPORATION,VN,SONNGUYEN-VN,54093,1,1,1,0,0,0,True
150895,EZ TECHNOLOGY COMPANY LIMITED,VN,EZTECH-VN,4807,4,132,2,0,3,4,True
150896,HUNGCLOUD COMPANY LIMITED,VN,HUNGCL-VN,54093,1,1,1,0,0,0,True
150897,AZPLAY TECHNOLOGY COMPANY LIMITED,VN,AZPLAY-VN,78608,1,0,0,0,0,0,False
150898,VINASITE VIET NAM COMPANY LIMITED,VN,VINASITE-VN,78608,1,0,0,0,0,0,False
150899,HTSG HIGH TECHNOLOGY SERVICES AND MEDIA JOINT STOCK COMPANY,VN,HTSG-VN,78608,1,0,0,0,0,0,False
150900,VPSMMO COMPANY LIMITED,VN,VPSMMOCLOUD-VN,54093,1,1,1,0,0,0,True
150901,NEXTPAY DIGITAL TRANSFORMATION GROUP JOINT STOCK COMPANY,VN,NEXTPAY-VN,67211,1,1,1,0,0,0,True
150902,BIDATA MEDIA AND TECHNOLOGY JOINT STOCK COMPANY,VN,BIDATA-VN,78608,1,0,0,0,0,0,False
150903,ROYAL TECHNOLOGY MEDIA JOINT STOCK COMPANY,VN,HG-VN,78608,1,0,0,0,0,0,False
150904,BWF Technology Company Limited,VN,BWF-VN,78608,1,0,0,0,0,0,False
150905,CENTRAL ELECTRICITY INFORMATION TECHNOLOGY COMPANY - CENTRAL REGIONAL ELECTRICITY CORPORATION,VN,EVNCPC-VN,49862,1,3,2,0,0,0,True
150906,NOVA SQUARE LIMITED,VN,NVSQ-VN,78608,1,0,0,0,0,0,False
150907,GREEN SYSTEM SOLUTIONS COMPANY LIMITED,VN,GRS-VN,78608,1,0,0,0,0,0,False
150908,LAM TRAN SOFTWARE DEVELOPMENT COMPANY LIMITED,VN,LTSD-VN,78608,1,0,0,0,0,0,False
150909,BTT TECHNOLOGY SERVICES COMPANY LIMITED,VN,BTTHOST-VN,78608,1,0,0,0,0,0,False
150910,MODATEK LIMITED COMPANY,VN,MODATEK-VN,78608,1,0,0,0,0,0,False
150911,Travelaire Limited Liability Company,VN,TRAVELAIRE-VN,54093,1,1,1,0,0,0,True
150912,TEKAWAY LIMITED COMPANY,VN,TEKAWAY-VN,78608,1,0,0,0,0,0,False
151677,SAFE365 JOINT STOCK COMPANY,VN,SAFE365NET-VN,78608,1,0,0,0,0,0,False
151851,V9 ENTERPRISE SOLUTION JOINT STOCK COMPANY,VN,V9ERP-VN,78608,1,0,0,0,0,0,False
151852,FUTE JOINT STOCK COMPANY,VN,WEB2M-VN,54093,1,1,1,0,0,0,True
151853,GIZA NETWORK LIMITED,VN,GIZANETWORK-VN,78608,1,0,0,0,0,0,False
151854,AHOST COMPANY LIMITED,VN,AHOST-VN,78608,1,0,0,0,0,0,False
151855,SOUTH TELECOMMUNICATIONS SOFTWARE JOINT STOCK COMPANY,VN,SOUTH-VN,49862,1,2,2,0,0,0,True
151856,LITESPEED TECHNOLOGY COMPANY LIMITED,VN,LITESPEED-COM-VN,78608,1,0,0,0,0,0,False
151857,NIVA GROUP JONT STOCK COMPANY,VN,NIVACLOUD-VN,78608,1,0,0,0,0,0,False
151858,INTERDIGI JOINT STOCK COMPANY,VN,INTERDIGI-VN,16087,1,33,3,0,0,0,True
151859,CLOUDVIET COMPANY LIMITED,VN,CLOUDVIETNAMVN-VN,78608,1,0,0,0,0,0,False
151860,Department of Information and Communications of Hai Duong province,VN,HAIDUONG-VN,78608,1,0,0,0,0,0,False
151861,STB TECHNOLOGY COMPANY LIMITED,VN,STBCLOUDZ-VN,78608,1,0,0,0,0,0,False
151862,NGOC TU NETWORK SOLUTIONS AND TECHNOLOGY COMPANY LIMITED,VN,NGOCTU-VN,78608,1,0,0,0,0,0,False
151863,PSG JOINT STOCK COMPANY,VN,PSG-VN,32281,1,3,1,0,0,0,True
151864,TUAN VU SERVICES TECHNOLOGY COMPANY LIMITED,VN,TUANVU-VN,78608,1,0,0,0,0,0,False
151865,"ZENTECH Technology Solutions Co., Ltd",VN,ZENTECH-VN,39683,1,2,1,0,0,0,True
151866,DAI HUU SERVICE AND TRADING MECHANICAL COMPANY LIMITED,VN,DAIHUU-VN,49862,1,2,2,0,0,0,True
151867,Department of Science and Technology of Dong Nai province,VN,DONGNAI-VN,54093,1,2,1,0,0,0,True
151868,,VN,AS151868,39683,1,3,1,0,0,0,True
151869,DLC DIGITAL TECHNOLOGY SOLUTION INVESTMENT LIMITED LIABILITY COMPANY,VN,DLC-VN,78608,1,0,0,0,0,0,False
151870,Department of Radio Frequency - Ministry of Information and Communications,VN,CUCTANSO-BTTTT-VN,49862,1,2,2,0,0,0,True
151871,DANH TUAN TECHNOLOGY COMPANY LIMITED,VN,DANHTUAN-VN,78608,1,0,0,0,0,0,False
151872,CLOUD DATA TECHNOLOGY AND COMMUNICATION COMPANY LIMITED,VN,EDIGI-VN,25728,1,7,2,0,0,0,True
151873,TOTHOST SOLUTIONS AND TECHNOLOGIES COMPANY LIMITED,VN,TOTHOST-VN,54093,1,1,1,0,0,0,True
151874,BIM VIETNAM COMMUNITY COMPANY LIMITED,VN,CDB-VN,78608,1,0,0,0,0,0,False
151875,TAFU ENERGY COMPANY LIMITED,VN,TAFUVPS-VN,78608,1,0,0,0,0,0,False
151876,"BLUE SKY NETWORK INFRASTRUCTURE SOLUTIONS CO., LTD",VN,BNIX-VN,78608,1,0,0,0,0,0,False
151877,ANH SAO TECHNOLOGY TRAINING CONSULTANT JOINT STOCK COMPANY,VN,ANHSAO-VN,78608,1,0,0,0,0,0,False
151878,EDC INTERNATIONAL TRADING COMPANY LIMITED,VN,EDC-VN,78608,1,0,0,0,0,0,False
151879,GLOBAL TECHNOLOGY SOLUTIONS VIETNAM JOINT STOCK COMPANY,VN,GTSVN-VN,78608,1,0,0,0,0,0,False
151880,BCONNECT TECHNOLOGY AND SOLUTION JOINT STOCK COMPANY,VN,BCONNECT-VN,78608,1,0,0,0,0,0,False
151881,GREEN LIGHT TECHNOLOGY SOLUTIONS COMPANY LIMITED,VN,SANGXANH-VN,78608,1,0,0,0,0,0,False
151882,CLOUDME COMPANY LIMITED,VN,CLOUDME-VN,78608,1,0,0,0,0,0,False
151883,LIEN CLOUD TECHNOLOGY COMPANY LIMITED,VN,LIENCLOUD-VN,78608,1,0,0,0,0,0,False
151884,STNC SERVICE CONSULTANCE COMPANY LIMITED,VN,STNC-VN,78608,1,0,0,0,0,0,False
151885,DATA SECURITY SOLUTIONS LIMITED,VN,ANTOANDULIEU-VN,78608,1,0,0,0,0,0,False
151886,Department of Science and Technology of Vinh Long province,VN,ICTVL-VN,78608,1,0,0,0,0,0,False
151887,VCORE COMPANY LIMITED,VN,VCOREINFO-VN,78608,1,0,0,0,0,0,False
151888,SWIFT INVESTMENT AND TECHNOLOGY COMPANY LIMITED,VN,SWIFTTECH-VN,78608,1,0,0,0,0,0,False
151889,HAI NAM TECH JOINT STOCK COMPANY,VN,HAINAMTECH-VN,78608,1,0,0,0,0,0,False
151890,HAWK HOST COMPANY LIMITED,VN,UCOM-VN,78608,1,0,0,0,0,0,False
151891,K-SERVER NETWORK SERVICES COMPANY LIMITED,VN,KSERVER-VN,78608,1,0,0,0,0,0,False
151892,NEWCLOUD DIGITAL TECHNOLOGY COMPANY LIMITED,VN,NEWCLOUD-VN,78608,1,0,0,0,0,0,False
151893,DIGI SUCCESS SERVICE COMPANY LIMITED,VN,SUCCESS-VN,78608,1,0,0,0,0,0,False
151894,Department of Information and Communications of Hai Phong City,VN,HAIPHONG-VN,78608,1,0,0,0,0,0,False
151895,MYVPS TECHNOLOGY COMPANY LIMITED,VN,MYVPS-VN,78608,1,0,0,0,0,0,False
151896,ETEL TECHNOLOGY COMPANY LIMITED,VN,ETEL-VN,78608,1,0,0,0,0,0,False
151897,QUOC VUONG TECHNOLOGY COMPANY LIMITED,VN,QCV-VN,78608,1,0,0,0,0,0,False
151898,MEGAHOST TECHNOLOGY COMPANY LIMITED,VN,MEGAHOSTBIZ-VN,78608,1,0,0,0,0,0,False
151899,EDC TECHNOLOGY JOINT STOCK COMPANY,VN,EDCTECH-VN,78608,1,0,0,0,0,0,False
151900,METECH TECHNOLOGY AND SERVICES COMPANY LIMITED,VN,METECH-VN,78608,1,0,0,0,0,0,False
151901,HAO QUANG VIET SOFTWARE COMPANY LIMITED,VN,HQV-VN,54093,1,1,1,0,0,0,True
151902,Center for Information Technology Application - Vietnam Academy of Social Sciences,VN,VASS-VN,78608,1,0,0,0,0,0,False
151903,epartment of Science and Technology of Quang Tri province,VN,ICTQUANGTRI-VN,54093,1,2,1,0,0,0,True
151904,TRAN PHAT CONSTRUCTION EQUIPMENT COMPANY LIMITED,VN,EZTTP-VN,78608,1,0,0,0,0,0,False
151905,PHO TUE SOFTWARE AND TECHNOLOGY SOLUTIONS JOINT STOCK COMPANY,VN,PHOTUESOFTWARE-VN,78608,1,0,0,0,0,0,False
151906,ICODE DIGITAL DATA COMPANY LIMITED,VN,ICODEVN-VN,78608,1,0,0,0,0,0,False
151907,ECOSTA LIMITED,VN,ECOSTA-VN,78608,1,0,0,0,0,0,False
151908,MAY CHU VIET SOLUTIONS CORPORATION,VN,MAYCHUVIET-VN,54093,1,2,1,0,0,0,True
151909,NGUYEN HAU TP COMPANY LIMITED,VN,NGUYENHAU-VN,78608,1,0,0,0,0,0,False
151910,VIETNAM TELECOMMUNICATION COMPUTING JOINT STOCK COMPANY,VN,VTVN-VN,78608,1,0,0,0,0,0,False
151911,VERICHAINS LIMITED,VN,VERICHAINS-VN,54093,1,3,1,0,0,0,True
151912,Tranco Technology Company Limited,VN,TRANCO-VN,78608,1,0,0,0,0,0,False
151913,Ha Giang province Department of Information and Communications,VN,HAGIANG-VN,54093,1,2,1,0,0,0,True
151914,Quoc Tin Cyber Technology Company Limited,VN,CLOUDJ-NET-VN,67211,1,1,1,0,0,0,True
151915,Tran Thi Data and Technology Company Limited,VN,TRANTHI-VN,78608,1,0,0,0,0,0,False
151916,TPT Technology and Electronics Company Limited,VN,DIENTUTPT-VN,78608,1,0,0,0,0,0,False
151917,Jupiter Media Joint Stock Company,VN,JUPITERMEDIA-VN,54093,1,1,1,0,0,0,True
151918,VPS PA Company Limited,VN,VPSPA-VN,78608,1,0,0,0,0,0,False
151919,CLOUD WP Technology One Member LLC,VN,CLOUDWP-VN,78608,1,0,0,0,0,0,False
151920,DDL Digital Technology Solutions Company Limited,VN,MOBITENET-VN,78608,1,0,0,0,0,0,False
151921,"DIGI GROUP CO.,LTD",VN,DIGIDATA-VN,78608,1,0,0,0,0,0,False
151922,Vietnam National Credit Information,VN,CICB-VN,49862,1,1,2,0,0,0,True
151923,BC CARD Vietnam Company Limited,VN,BCCARD-VN,49862,1,1,2,0,0,0,True
151924,NDD Digital Technology Company Limited,VN,NDD-VN,78608,1,0,0,0,0,0,False
151925,"Technology NHD Co., Ltd",VN,NHD-VN,78608,1,0,0,0,0,0,False
151926,TH Technology and Data Mining Company Limited,VN,THCLOUD-VN,78608,1,0,0,0,0,0,False
151927,Truong Dai Digital Technology Company Limited,VN,TRDAI-VN,78608,1,0,0,0,0,0,False
151928,"ROSTEK CO .,JSC",VN,ROSTEK-VN,78608,1,0,0,0,0,0,False
151929,PRIMITIVE AI LLC,VN,PRIMITIVE-VN,78608,1,0,0,0,0,0,False
151930,Ung Dung Development Technology Company Limited,VN,TRALL-NET-VN,78608,1,0,0,0,0,0,False
151931,Cloud Era LLC,VN,ERACLOUD-VN,78608,1,0,0,0,0,0,False
151932,Tan VPS Company Limited,VN,TANTHOIVPS-VN,78608,1,0,0,0,0,0,False
151933,HOA FRUITS LLC,VN,HOAVPS-VN,78608,1,0,0,0,0,0,False
151934,Thanh Trang Cloud Computing and Technology Company Limited,VN,THANHTRANG-VN,78608,1,0,0,0,0,0,False
151935,Minh Nhat Paper General Company Limited,VN,GIAYMINHNHAT-VN,78608,1,0,0,0,0,0,False
151936,ASAP Software Solutions Company Limited,VN,VNETWORK-ASAP-VN,78608,1,0,0,0,0,0,False
151937,MEKONGNET LLC,VN,MEKONGNET-VN,78608,1,0,0,0,0,0,False
151938,CLOUDY One Member LLC,VN,CLOUDY-VN,54093,1,1,1,0,0,0,True
151939,ASIA TECHNOLOGY COMMUNICATIONS JOINT STOCK COMPANY,VN,ACOMM-VN,78608,1,0,0,0,0,0,False
151940,TTT Data Encryption and Technology Co. LTD,VN,TTTDATA-VN,78608,1,0,0,0,0,0,False
151941,Vietnam Online Entertainment Joint Stock Company OnPlay,VN,ONPLAY-VN,78608,1,0,0,0,0,0,False
151942,PHAN HUU BAO DIGITAL TECHNOLOGY SOLUTIONS COMPANY LIMITED,VN,PHANHUUBAOSOLUTIONS-VN,78608,1,0,0,0,0,0,False
151943,,VN,AS151943,78608,1,0,0,0,0,0,False
151944,,VN,AS151944,78608,1,0,0,0,0,0,False
151945,OI AGENCY MEDIA LIMITED,VN,OIA-VN,78608,1,0,0,0,0,0,False
151946,DANG DINH LUONG DIGITAL TECHNOLOGY SOLUTIONS COMPANY LIMITED,VN,CLEMAX-VN,78608,1,0,0,0,0,0,False
151947,,VN,AS151947,78608,1,0,0,0,0,0,False
151948,IONSITE SOFTWARE ONE MEMBER COMPANY LIMITED,VN,IONSITE-VN,78608,1,0,0,0,0,0,False
151949,MHI WHEREVER JOINT STOCK COMPANY,VN,MHI-VN,78608,1,0,0,0,0,0,False
151950,RTLINK INDUSTRIAL EQUIPMENT AND TECHNOLOGY COMPANY LIMITED,VN,RTLINK-VN,78608,1,0,0,0,0,0,False
152933,ZONECLOUD TECHNOLOGY JOINT STOCK COMPANY,VN,ZONECLOUD-VN,54093,1,15,1,0,0,0,True
152934,DUC DUY HIGH TECHNOLOGY COMPANY LIMITED,VN,DUCDUY-VN,54093,1,2,1,0,0,0,True
152935,PROXY VN TECHNOLOGY COMPANY LIMITED,VN,CLOUDPROXY-VN,30631,1,3,1,0,0,0,True
152936,LIEN LIEN ELECTRONIC WAVE TECHNOLOGY COMPANY LIMITED,VN,CNSDTLL-VN,78608,1,0,0,0,0,0,False
152937,NNK INFORMATION TECHNOLOGY COMPANY LIMITED,VN,VPSX-VN,78608,1,0,0,0,0,0,False
152938,TRI VIET COMMERCIAL AND SYSTEM INTEGRATION COMPANY LIMITED,VN,TVSICO-VN,78608,1,0,0,0,0,0,False
152939,NNK INFORMATION TECHNOLOGY COMPANY LIMITED,VN,NNKVPS-VN,78608,1,0,0,0,0,0,False
152940,TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED,VN,TTC-VN,49862,1,3,2,0,0,0,True
152941,HYPERNODE ONE MEMBER COMPANY LIMITED,VN,HYPERNODE-VN,78608,1,0,0,0,0,0,False
152942,BigData Network Technology Company Limited,VN,BIGDATA-VN,78608,1,0,0,0,0,0,False
152943,FASTVT Network Technology Company Limited,VN,FASTVT-VN,78608,1,0,0,0,0,0,False
152944,TIEN TRUNG SOFTWARE COMPANY LIMITED,VN,TIENTRUNG-VN,78608,1,0,0,0,0,0,False
152945,DAINTY CLOUD INC,VN,DMX-VN,54093,1,1,1,0,0,0,True
152946,TUAN TU TECHNOLOGY COMPANY LIMITED,VN,TUANTU-VN,78608,1,0,0,0,0,0,False
152947,"Center for Statistical Data Processing and Integration, General Statistics Office",VN,TTXL-VN,60658,1,1,2,0,0,0,True
152948,APAC Technology Engineering Company Limited,VN,APATECH-VN,78608,1,0,0,0,0,0,False
152949,AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY,VN,AZTECH-VN,54093,1,2,1,0,0,0,True
152950,Interserver LLC,VN,INTERSERVER-VN,78608,1,0,0,0,0,0,False
152951,NDH Hosting Company Limited,VN,HOSTINGNDH-VN,78608,1,0,0,0,0,0,False
152952,LAM ANH TM TECHNOLOGY COMPANY LIMITED,VN,LATECH-VN,78608,1,0,0,0,0,0,False
152953,NORTH WIND SOFTWARE COMPANY LIMITED,VN,NORTHWIND-VN,54093,1,1,1,0,0,0,True
152954,Technology DVT Company Limited,VN,DVT-VN,78608,1,0,0,0,0,0,False
152955,CLOUDACE COMPANY LIMITED,VN,CLOUDACE-VN,54093,1,1,1,0,0,0,True
152956,Duc Kien Technology Company Limited,VN,DPTCLOUD-VN,78608,1,0,0,0,0,0,False
152957,ETC Computer Trading and Services Company Limited,VN,ETCNETWORK-VN,78608,1,0,0,0,0,0,False
152958,IPXO Technology Company Limited,VN,IPXO-VN,78608,1,0,0,0,0,0,False
